Customer_ID,Age,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Target_Churn,Gender_Male,Gender_Other,Promotion_Response_Responded,Promotion_Response_Unsubscribed,Email_Opt_In_True,Return_Ratio,Purchase_Frequency,Promotion_Response_Score,Email_Opt_In_Score,Engagement_Score,CLV,Intervention_Cost
17,19,98.36,6747.13,10,9,414.8,7,3,2,274,True,True,False,True,False,True,0.7777777777777778,0.032846715328467155,3,1,4,136.24817518248176,50
18,56,163.18,4281.83,3,29,294.39,7,0,3,197,False,False,False,False,True,True,0.2413793103448276,0.14720812182741116,0,1,1,130.0097969543147,50
19,57,141.95,1335.48,15,14,173.58,7,3,4,4,False,True,False,True,False,False,0.5,3.5,3,0,3,9112.95,50
20,41,188.82,5844.46,11,88,378.05,8,4,5,57,True,False,True,False,True,True,0.09090909090909091,1.543859649122807,0,1,1,6420.21754385965,50
21,64,131.81,8984.59,5,72,298.9,1,1,2,323,True,False,True,True,False,True,0.013888888888888888,0.22291021671826625,3,1,4,333.13931888544886,50
22,42,37.61,4247.04,10,13,89.61,0,4,1,199,False,False,False,True,False,False,0.0,0.06532663316582915,3,0,3,58.5391959798995,50
23,35,179.18,9116.18,14,3,162.9,8,0,2,193,True,False,False,True,False,True,2.6666666666666665,0.015544041450777202,3,1,4,35.449740932642484,50
24,55,158.45,5084.93,12,78,288.48,2,1,2,323,True,False,True,False,True,False,0.02564102564102564,0.24148606811145512,0,0,0,835.9668111455109,50
25,43,148.14,6246.33,9,24,352.98,7,1,4,119,True,False,True,False,True,True,0.2916666666666667,0.20168067226890757,0,1,1,640.703193277311,50
26,31,29.67,8346.59,6,60,167.05,5,2,1,35,False,False,False,False,True,True,0.08333333333333333,1.7142857142857142,0,1,1,1718.2285714285713,50
27,26,91.32,5689.51,9,74,456.01,2,4,2,352,True,False,True,False,True,True,0.02702702702702703,0.21022727272727273,0,1,1,862.7916477272728,50
28,27,50.14,1000.6,3,80,210.02,8,3,1,317,False,True,False,False,True,False,0.1,0.25236593059936907,0,0,0,159.0056782334385,50
29,38,167.94,9811.7,13,12,83.09,9,4,5,128,True,True,False,False,False,False,0.75,0.09375,1,0,1,101.2659375,50
30,69,146.1,2533.91,7,10,114.05,6,4,1,31,False,False,False,False,True,False,0.6,0.3225806451612903,0,0,0,257.5322580645161,50
31,34,178.95,7134.0,17,63,107.41,7,1,4,274,True,True,False,False,False,False,0.1111111111111111,0.22992700729927007,1,0,1,419.8398175182482,50
32,69,193.98,5100.62,18,66,124.56,5,4,1,325,True,False,False,True,False,True,0.07575757575757576,0.20307692307692307,3,1,4,455.3147076923077,50
33,23,159.45,4839.85,4,91,198.0,1,4,1,193,True,True,False,False,False,False,0.01098901098901099,0.47150259067357514,1,0,1,373.4300518134715,50
34,33,198.96,2515.01,5,12,237.82,5,4,5,253,True,True,False,False,True,True,0.4166666666666667,0.04743083003952569,0,1,1,56.4,50
35,65,130.66,7249.29,11,96,275.72,4,2,5,196,True,False,False,True,False,False,0.041666666666666664,0.4897959183673469,3,0,3,1485.511836734694,50
36,18,26.68,1216.6,18,49,469.63,2,1,3,188,True,False,True,False,True,False,0.04081632653061224,0.26063829787234044,0,0,0,2203.2641489361704,50
37,36,22.57,9905.49,19,59,289.28,2,3,1,102,True,False,False,True,False,False,0.03389830508474576,0.5784313725490197,3,0,3,3179.2439215686277,50
38,53,81.58,8469.2,5,76,98.03,2,0,2,216,False,False,False,False,False,True,0.02631578947368421,0.35185185185185186,1,1,2,172.4601851851852,50
39,42,168.22,5391.64,16,2,233.12,6,1,5,260,False,False,True,False,True,True,3.0,0.007692307692307693,0,1,1,28.69169230769231,50
40,67,175.9,4303.07,18,73,92.72,1,2,5,360,False,True,False,True,False,True,0.0136986301369863,0.20277777777777778,3,1,4,338.428,50
41,69,192.95,2936.0,14,26,456.43,3,3,4,263,False,False,False,False,True,True,0.11538461538461539,0.09885931558935361,0,1,1,631.7130038022814,50
42,47,31.72,5065.76,17,31,92.5,9,0,1,202,True,False,False,True,False,True,0.2903225806451613,0.15346534653465346,3,1,4,241.32425742574256,50
43,37,28.02,8806.23,9,34,309.17,6,1,1,273,False,False,False,True,False,False,0.17647058823529413,0.12454212454212454,3,0,3,346.54219780219785,50
44,37,184.39,2822.56,14,88,293.2,7,0,1,121,True,True,False,False,False,False,0.07954545454545454,0.7272727272727273,1,0,1,2985.3090909090906,50
45,32,74.91,5055.32,12,21,315.34,8,2,4,276,True,True,False,False,True,False,0.38095238095238093,0.07608695652173914,0,0,0,287.9191304347826,50
46,57,120.44,2422.04,3,50,38.72,3,4,2,84,True,False,True,False,False,False,0.06,0.5952380952380952,1,0,1,69.14285714285714,50
47,50,196.84,3437.78,18,9,151.77,1,0,2,277,False,False,False,True,False,True,0.1111111111111111,0.032490974729241874,3,1,4,88.76079422382672,50
48,19,92.08,1983.58,7,65,183.3,8,1,2,234,False,False,True,True,False,False,0.12307692307692308,0.2777777777777778,3,0,3,356.4166666666667,50
49,27,139.86,9906.34,3,35,462.35,3,2,3,322,True,False,True,True,False,True,0.08571428571428572,0.10869565217391304,3,1,4,150.7663043478261,50
50,50,92.16,5757.82,12,31,308.21,7,2,4,287,True,False,False,False,True,False,0.22580645161290322,0.10801393728222997,0,0,0,399.4917073170732,50
51,49,158.28,7354.87,15,85,405.83,5,2,4,352,False,False,False,True,False,True,0.058823529411764705,0.24147727272727273,3,1,4,1469.9808238636363,50
52,28,114.99,1072.67,9,38,253.05,4,4,3,168,True,False,True,False,False,False,0.10526315789473684,0.2261904761904762,1,0,1,515.1375,50
53,41,62.75,3724.56,18,23,204.68,6,4,1,86,False,True,False,False,False,True,0.2608695652173913,0.26744186046511625,1,1,2,985.3199999999999,50
54,53,68.84,8937.13,8,62,246.96,4,1,2,110,True,False,True,False,True,False,0.06451612903225806,0.5636363636363636,0,0,0,1113.565090909091,50
55,29,66.45,935.94,10,43,395.71,3,2,5,37,False,True,False,True,False,False,0.06976744186046512,1.162162162162162,3,0,3,4598.791891891891,50
56,68,115.82,1738.28,12,49,54.59,5,3,2,130,False,True,False,True,False,True,0.10204081632653061,0.3769230769230769,3,1,4,246.91476923076922,50
57,46,146.57,6291.63,5,87,477.3,7,2,4,4,True,False,True,True,False,True,0.08045977011494253,21.75,3,1,4,51906.375,50
58,52,190.87,6265.61,11,21,305.74,2,1,3,171,False,False,False,False,False,True,0.09523809523809523,0.12280701754385964,1,1,2,413.0171929824561,50
59,18,144.94,8398.45,3,44,101.25,8,2,3,21,False,False,True,False,True,False,0.18181818181818182,2.0952380952380953,0,0,0,636.4285714285716,50
60,18,160.61,9361.38,8,8,31.44,5,2,4,108,True,False,True,False,False,False,0.625,0.07407407407407407,1,0,1,18.63111111111111,50
61,54,50.41,1505.67,8,66,72.76,7,3,4,86,True,True,False,True,False,True,0.10606060606060606,0.7674418604651163,3,1,4,446.7125581395349,50
62,23,87.33,2667.8,1,46,62.48,3,1,3,209,False,False,True,False,True,True,0.06521739130434782,0.22009569377990432,0,1,1,13.75157894736842,50
63,56,94.48,4331.87,5,31,207.3,9,2,4,251,False,False,False,False,False,False,0.2903225806451613,0.12350597609561753,1,0,1,128.01394422310756,50
64,58,143.55,108.94,11,13,349.08,0,4,2,65,False,False,True,True,False,True,0.0,0.2,3,1,4,767.976,50
65,35,73.26,791.16,9,70,132.59,2,0,3,137,False,False,True,False,True,True,0.02857142857142857,0.5109489051094891,0,1,1,609.7204379562045,50
66,33,74.59,2342.26,13,57,198.67,8,3,3,105,False,True,False,False,False,True,0.14035087719298245,0.5428571428571428,1,1,2,1402.0425714285714,50
67,22,84.06,4862.91,7,22,286.46,5,3,5,261,True,False,False,True,False,True,0.22727272727272727,0.0842911877394636,3,1,4,169.0223754789272,50
68,59,165.85,2590.08,3,70,408.6,1,1,2,4,True,False,False,False,True,False,0.014285714285714285,17.5,0,0,0,21451.5,50
69,60,123.97,8779.15,12,17,307.76,6,4,2,323,True,True,False,False,False,False,0.35294117647058826,0.05263157894736842,1,0,1,194.37473684210528,50
70,49,33.55,3310.3,13,44,100.75,8,4,1,259,False,False,False,True,False,False,0.18181818181818182,0.16988416988416988,3,0,3,222.50579150579148,50
71,19,34.08,9253.77,16,24,129.65,1,4,5,262,False,False,False,False,True,False,0.041666666666666664,0.0916030534351145,0,0,0,190.02137404580154,50
72,19,86.83,9750.39,9,41,191.99,3,1,4,307,True,False,True,True,False,False,0.07317073170731707,0.13355048859934854,3,0,3,230.76322475570032,50
73,57,157.99,4553.63,9,38,248.66,7,1,3,182,True,True,False,True,False,True,0.18421052631578946,0.2087912087912088,3,1,4,467.26219780219776,50
74,59,143.96,2348.58,14,49,443.26,0,1,5,42,False,False,False,False,True,False,0.0,1.1666666666666667,0,0,0,7239.913333333333,50
75,53,147.44,2987.49,1,40,130.87,2,2,1,138,False,True,False,True,False,False,0.05,0.2898550724637681,3,0,3,37.93333333333334,50
76,56,158.1,7785.7,1,39,464.56,0,2,1,267,True,False,True,False,True,False,0.0,0.14606741573033707,0,0,0,67.8570786516854,50
77,29,71.69,2806.16,16,44,388.99,5,3,2,284,True,False,False,False,True,False,0.11363636363636363,0.15492957746478872,0,0,0,964.2569014084506,50
78,64,118.69,3867.77,18,49,166.56,4,3,3,104,True,True,False,False,True,True,0.08163265306122448,0.47115384615384615,0,1,1,1412.556923076923,50
79,36,117.8,4837.9,13,1,483.73,5,0,1,162,False,False,False,False,False,True,5.0,0.006172839506172839,1,1,2,38.81783950617284,50
80,45,153.13,5793.6,17,10,190.7,6,0,4,85,False,True,False,True,False,True,0.6,0.11764705882352941,3,1,4,381.4,50
81,18,192.24,9961.39,12,16,342.92,7,3,2,8,True,False,True,True,False,True,0.4375,2.0,3,1,4,8230.08,50
82,32,70.04,2398.88,16,53,468.91,0,0,5,219,False,False,True,True,False,True,0.0,0.2420091324200913,3,1,4,1815.6880365296804,50
83,53,162.79,3598.89,1,54,396.71,7,2,3,87,True,False,False,False,True,False,0.12962962962962962,0.6206896551724138,0,0,0,246.23379310344828,50
84,30,138.79,2702.62,15,5,444.39,7,3,2,8,True,False,False,False,True,True,1.4,0.625,0,1,1,4166.15625,50
85,60,124.44,3675.02,5,29,89.22,4,1,5,112,True,True,False,False,True,False,0.13793103448275862,0.25892857142857145,0,0,0,115.50803571428573,50
86,38,159.48,1097.96,19,36,325.33,8,4,1,227,True,False,False,False,False,True,0.2222222222222222,0.15859030837004406,1,1,2,980.2895154185022,50
87,29,189.93,3662.12,18,21,49.15,8,1,1,303,True,False,True,False,False,False,0.38095238095238093,0.06930693069306931,1,0,1,61.31584158415842,50
88,22,26.6,8889.86,9,7,490.18,4,0,2,240,False,False,True,True,False,False,0.5714285714285714,0.029166666666666667,3,0,3,128.67225,50
89,24,46.53,3056.04,5,42,352.16,3,1,1,111,True,False,True,True,False,False,0.07142857142857142,0.3783783783783784,3,0,3,666.2486486486488,50
90,22,156.13,3782.15,11,32,61.07,3,3,2,269,False,False,False,False,True,True,0.09375,0.11895910780669144,0,1,1,79.91315985130112,50
91,65,35.08,9450.29,2,90,398.57,1,3,4,276,False,True,False,True,False,True,0.011111111111111112,0.32608695652173914,3,1,4,259.93695652173915,50
92,21,112.9,7310.95,2,81,236.53,9,0,1,340,False,False,True,False,True,True,0.1111111111111111,0.23823529411764705,0,1,1,112.69958823529412,50
93,30,59.57,5215.71,15,69,48.96,6,3,3,23,True,False,True,True,False,True,0.08695652173913043,3.0,3,1,4,2203.2,50
94,54,69.37,7794.21,19,14,404.14,2,1,1,335,False,False,False,False,True,True,0.14285714285714285,0.041791044776119404,0,1,1,320.899223880597,50
95,58,146.33,1319.48,4,34,27.27,4,4,3,325,True,False,False,True,False,False,0.11764705882352941,0.10461538461538461,3,0,3,11.411446153846153,50
96,32,25.43,4698.45,17,18,399.71,6,0,2,207,True,False,False,False,False,False,0.3333333333333333,0.08695652173913043,1,0,1,590.875652173913,50
97,33,177.2,1270.54,6,66,291.37,9,4,3,223,False,False,False,True,False,False,0.13636363636363635,0.29596412556053814,3,0,3,517.410403587444,50
98,38,100.01,2412.82,4,90,11.33,9,2,1,278,False,True,False,True,False,True,0.1,0.3237410071942446,3,1,4,14.671942446043165,50
99,53,110.43,1504.49,16,48,228.21,9,4,5,209,True,False,False,False,False,False,0.1875,0.22966507177033493,1,0,1,838.5898564593302,50
100,41,117.21,3681.83,14,87,309.19,2,3,2,147,False,True,False,False,False,False,0.022988505747126436,0.5918367346938775,1,0,1,2561.86,50
101,33,136.2,3878.23,9,43,110.51,5,1,3,353,True,True,False,True,False,True,0.11627906976744186,0.12181303116147309,3,1,4,121.15402266288952,50
102,31,82.07,9478.35,8,23,125.7,8,4,1,82,True,False,True,False,False,False,0.34782608695652173,0.2804878048780488,1,0,1,282.0585365853659,50
103,39,38.2,2714.84,12,82,41.71,8,4,1,266,False,False,True,False,False,True,0.0975609756097561,0.3082706766917293,1,1,2,154.29563909774436,50
104,66,77.31,4777.05,9,68,338.17,5,1,4,95,True,False,False,False,False,False,0.07352941176470588,0.7157894736842105,1,0,1,2178.5267368421055,50
105,67,50.27,8132.66,9,20,105.31,0,0,4,261,True,False,True,False,True,True,0.0,0.07662835249042145,0,1,1,72.62758620689654,50
106,23,120.1,8174.61,19,47,431.93,4,1,5,173,True,True,False,False,True,False,0.0851063829787234,0.27167630057803466,0,0,0,2229.5577456647397,50
107,59,77.25,7528.4,6,30,381.68,8,2,2,162,True,False,False,False,False,False,0.26666666666666666,0.18518518518518517,1,0,1,424.0888888888889,50
108,53,192.45,2949.55,7,69,55.55,2,4,4,144,False,False,False,False,True,True,0.028985507246376812,0.4791666666666667,0,1,1,186.32395833333334,50
109,18,193.83,5000.22,6,85,283.26,9,1,5,255,False,False,False,False,False,False,0.10588235294117647,0.3333333333333333,1,0,1,566.52,50
110,49,131.62,1943.49,12,31,212.13,5,4,3,195,True,False,False,True,False,True,0.16129032258064516,0.15897435897435896,3,1,4,404.6787692307692,50
111,23,131.15,1965.16,16,45,391.58,0,0,2,169,False,False,True,True,False,False,0.0,0.26627218934911245,3,0,3,1668.2698224852072,50
112,48,197.37,4414.83,13,80,334.47,9,4,2,145,False,False,False,True,False,False,0.1125,0.5517241379310345,3,0,3,2398.9572413793103,50
113,18,179.71,7412.06,5,34,48.3,4,4,4,78,False,True,False,True,False,True,0.11764705882352941,0.4358974358974359,3,1,4,105.26923076923076,50
114,67,157.71,5313.18,4,5,491.01,3,1,2,150,False,False,False,True,False,False,0.6,0.03333333333333333,3,0,3,65.468,50
115,68,76.45,8878.16,19,84,135.89,7,0,5,332,False,False,True,False,False,False,0.08333333333333333,0.25301204819277107,1,0,1,653.2543373493975,50
116,54,85.8,8326.0,18,38,135.22,2,2,2,82,True,True,False,False,False,True,0.05263157894736842,0.4634146341463415,1,1,2,1127.9326829268293,50
117,52,56.23,412.89,13,53,159.35,2,1,1,112,True,False,True,True,False,True,0.03773584905660377,0.4732142857142857,3,1,4,980.2870535714285,50
118,66,107.69,5727.35,13,65,488.27,0,1,5,58,False,False,True,False,False,False,0.0,1.1206896551724137,1,0,1,7113.588793103448,50
119,47,198.27,6130.7,1,18,403.85,0,0,5,38,False,False,True,True,False,True,0.0,0.47368421052631576,3,1,4,191.29736842105262,50
120,21,184.19,9619.59,1,18,52.17,8,3,2,203,False,False,True,False,True,False,0.4444444444444444,0.08866995073891626,0,0,0,4.625911330049261,50
121,52,41.3,330.04,7,40,214.81,6,4,2,362,False,False,False,False,False,True,0.15,0.11049723756906077,1,1,2,166.15138121546963,50
122,60,24.53,5357.93,4,19,429.09,2,1,4,259,True,False,True,True,False,True,0.10526315789473684,0.07335907335907337,3,1,4,125.91057915057915,50
123,31,181.75,2127.34,10,6,181.12,5,0,1,121,False,False,False,True,False,False,0.8333333333333334,0.049586776859504134,3,0,3,89.81157024793389,50
124,66,116.69,631.26,9,99,152.79,1,1,4,216,False,False,False,False,False,True,0.010101010101010102,0.4583333333333333,1,1,2,630.2587499999998,50
125,57,56.03,5916.14,4,4,323.31,7,0,2,199,False,False,True,True,False,True,1.75,0.020100502512562814,3,1,4,25.994773869346734,50
126,39,141.26,7748.78,11,59,190.16,9,0,1,21,False,True,False,False,False,False,0.15254237288135594,2.8095238095238093,1,0,1,5876.849523809524,50
127,27,135.96,7771.17,13,1,89.19,4,2,3,21,True,False,True,False,True,True,4.0,0.047619047619047616,0,1,1,55.21285714285713,50
128,18,41.98,399.86,9,36,246.8,0,0,4,190,True,False,True,False,False,False,0.0,0.18947368421052632,1,0,1,420.85894736842107,50
129,28,66.73,4128.77,7,26,407.73,3,0,2,359,False,False,False,False,False,True,0.11538461538461539,0.07242339832869081,1,1,2,206.70434540389974,50
130,68,30.81,540.65,8,85,423.82,5,3,5,50,False,False,False,False,True,False,0.058823529411764705,1.7,0,0,0,5763.951999999999,50
131,61,57.77,2553.6,19,94,311.67,6,4,5,326,False,False,False,False,True,False,0.06382978723404255,0.2883435582822086,0,0,0,1707.4926993865033,50
132,41,43.82,2009.52,16,66,499.57,5,2,2,337,False,False,False,False,True,True,0.07575757575757576,0.19584569732937684,0,1,1,1565.4181602373885,50
133,20,54.78,2230.31,5,15,492.49,5,4,3,245,True,False,True,True,False,False,0.3333333333333333,0.061224489795918366,3,0,3,150.76224489795916,50
134,52,143.38,3457.27,12,45,126.96,1,1,3,179,True,True,False,False,True,False,0.022222222222222223,0.25139664804469275,0,0,0,383.00782122905025,50
135,53,28.91,2846.44,12,5,387.75,0,2,1,208,True,True,False,False,False,True,0.0,0.02403846153846154,1,1,2,111.85096153846155,50
136,48,38.33,9626.57,13,71,100.11,7,2,5,296,False,True,False,True,False,False,0.09859154929577464,0.23986486486486486,3,0,3,312.16733108108104,50
137,21,44.15,3588.83,1,18,211.59,3,0,3,274,True,True,False,True,False,False,0.16666666666666666,0.06569343065693431,3,0,3,13.90007299270073,50
138,36,76.98,8952.31,6,94,14.88,3,3,4,352,True,False,False,False,True,True,0.031914893617021274,0.26704545454545453,0,1,1,23.841818181818184,50
139,64,73.78,1892.31,7,62,108.7,1,0,3,27,False,False,True,False,True,False,0.016129032258064516,2.2962962962962963,0,0,0,1747.2518518518518,50
140,53,65.91,7661.09,14,57,119.57,4,3,4,30,True,False,False,False,True,False,0.07017543859649122,1.9,0,0,0,3180.5619999999994,50
141,38,155.1,707.32,6,2,494.0,8,2,5,140,False,False,False,True,False,False,4.0,0.014285714285714285,3,0,3,42.34285714285714,50
142,35,199.64,4681.34,19,17,30.41,5,2,4,231,False,False,True,False,True,False,0.29411764705882354,0.0735930735930736,0,0,0,42.521341991342,50
143,68,116.12,154.55,13,67,473.47,8,3,2,322,True,False,True,False,True,True,0.11940298507462686,0.2080745341614907,0,1,1,1280.721645962733,50
144,45,189.96,8121.88,15,79,420.71,6,0,4,303,True,False,True,False,True,True,0.0759493670886076,0.2607260726072607,0,1,1,1645.3509900990098,50
145,32,91.39,9509.81,4,50,21.01,7,0,2,254,False,False,False,False,True,False,0.14,0.1968503937007874,0,0,0,16.543307086614174,50
146,59,39.2,447.56,10,25,77.0,5,2,3,236,True,True,False,False,True,False,0.2,0.1059322033898305,0,0,0,81.56779661016948,50
147,19,93.58,9345.08,6,70,318.22,0,0,2,49,True,False,False,True,False,False,0.0,1.4285714285714286,3,0,3,2727.6000000000004,50
148,54,73.3,7761.15,2,22,181.89,4,2,5,120,False,False,False,True,False,False,0.18181818181818182,0.18333333333333332,3,0,3,66.69299999999998,50
149,28,108.81,3652.73,2,9,177.27,3,2,5,231,True,False,True,False,False,True,0.3333333333333333,0.03896103896103896,1,1,2,13.813246753246753,50
150,40,138.27,9097.88,1,73,351.27,8,1,4,52,False,False,False,False,False,True,0.1095890410958904,1.4038461538461537,1,1,2,493.1290384615384,50
151,61,102.99,3032.95,16,34,497.43,5,3,5,4,False,True,False,False,False,False,0.14705882352941177,8.5,1,0,1,67650.48,50
152,58,188.33,4152.02,11,70,173.03,6,3,1,338,True,True,False,True,False,True,0.08571428571428572,0.20710059171597633,3,1,4,394.1807692307692,50
153,29,179.26,1057.44,13,97,462.29,5,1,4,319,True,False,False,False,True,True,0.05154639175257732,0.30407523510971785,0,1,1,1827.422225705329,50
154,20,146.36,6603.7,14,1,366.94,5,1,1,5,False,False,True,False,True,False,5.0,0.2,0,0,0,1027.432,50
155,69,108.14,393.05,4,44,425.02,0,4,5,82,True,False,False,False,True,True,0.0,0.5365853658536586,0,1,1,912.2380487804878,50
156,34,43.7,4900.56,11,7,259.33,0,2,3,227,True,True,False,False,False,True,0.0,0.030837004405286344,1,1,2,87.96656387665197,50
157,50,91.46,6863.6,10,15,271.31,7,4,3,196,False,True,False,True,False,False,0.4666666666666667,0.07653061224489796,3,0,3,207.63520408163265,50
158,18,146.79,8230.25,6,38,277.77,7,2,5,50,False,False,False,False,False,True,0.18421052631578946,0.76,1,1,2,1266.6312,50
159,56,71.28,1584.42,14,93,286.92,8,3,3,114,False,True,False,False,False,False,0.08602150537634409,0.8157894736842105,1,0,1,3276.9284210526316,50
160,37,38.72,7565.49,9,81,80.78,2,4,3,148,True,False,False,False,False,True,0.024691358024691357,0.5472972972972973,1,1,2,397.8960810810811,50
161,64,183.42,7218.86,18,54,111.45,1,2,5,303,True,True,False,False,True,False,0.018518518518518517,0.1782178217821782,0,0,0,357.5227722772278,50
162,60,147.63,5639.75,14,30,85.33,7,3,5,339,False,False,True,False,True,True,0.23333333333333334,0.08849557522123894,0,1,1,105.71858407079647,50
163,69,130.75,5887.98,4,83,103.58,6,3,1,296,False,True,False,False,True,False,0.07228915662650602,0.28040540540540543,0,0,0,116.17756756756758,50
164,58,162.65,1003.58,1,94,335.83,0,1,2,331,True,False,False,False,False,True,0.0,0.283987915407855,1,1,2,95.37166163141994,50
165,31,170.42,6044.66,15,4,111.19,0,1,1,126,True,False,False,False,False,False,0.0,0.031746031746031744,1,0,1,52.94761904761904,50
166,48,107.02,3877.07,15,75,440.41,6,4,4,222,True,False,True,True,False,True,0.08,0.33783783783783783,3,1,4,2231.8074324324325,50
167,42,178.61,8689.05,7,42,68.54,5,0,4,201,False,True,False,False,True,True,0.11904761904761904,0.208955223880597,0,1,1,100.25253731343284,50
168,20,184.96,3199.68,16,40,494.48,5,0,3,127,True,False,False,False,False,True,0.125,0.31496062992125984,1,1,2,2491.867716535433,50
169,21,68.88,5808.29,6,97,10.7,7,3,4,99,True,True,False,True,False,False,0.07216494845360824,0.9797979797979798,3,0,3,62.903030303030306,50
170,48,129.36,4323.06,1,33,423.5,0,2,3,188,True,False,True,False,False,True,0.0,0.17553191489361702,1,1,2,74.3377659574468,50
171,52,114.79,8774.99,8,29,10.98,0,4,5,214,False,False,False,False,False,True,0.0,0.13551401869158877,1,1,2,11.903551401869159,50
172,61,116.83,2613.78,8,15,394.88,5,4,2,239,True,False,True,False,False,True,0.3333333333333333,0.06276150627615062,1,1,2,198.26610878661086,50
173,31,188.78,880.14,18,96,366.55,5,4,5,6,False,False,False,True,False,False,0.052083333333333336,16.0,3,0,3,105566.40000000001,50
174,66,74.93,7511.69,1,99,350.32,1,2,5,69,False,True,False,True,False,True,0.010101010101010102,1.434782608695652,3,1,4,502.63304347826084,50
175,58,197.02,4187.68,16,63,181.93,5,3,5,37,False,False,False,True,False,False,0.07936507936507936,1.7027027027027026,3,0,3,4956.363243243243,50
176,26,182.38,5932.07,12,62,317.27,1,2,3,125,True,False,True,False,True,True,0.016129032258064516,0.496,0,1,1,1888.39104,50
177,37,102.57,361.25,12,68,303.71,5,4,3,40,False,False,False,True,False,False,0.07352941176470588,1.7,3,0,3,6195.683999999999,50
178,49,167.14,9525.89,19,14,372.37,9,2,2,119,False,False,True,False,True,False,0.6428571428571429,0.11764705882352941,0,0,0,832.3564705882352,50
179,26,158.43,8788.42,12,19,357.91,7,3,5,86,True,False,False,False,False,True,0.3684210526315789,0.22093023255813954,1,1,2,948.8776744186047,50
180,44,142.02,6276.29,7,82,131.63,4,0,2,250,True,False,True,False,True,False,0.04878048780487805,0.328,0,0,0,302.22248,50
181,20,77.57,268.6,8,62,357.7,7,4,3,165,True,True,False,True,False,True,0.11290322580645161,0.37575757575757573,3,1,4,1075.2678787878788,50
182,21,55.36,3841.97,4,35,163.11,2,0,5,175,False,False,False,False,True,True,0.05714285714285714,0.2,0,1,1,130.48800000000003,50
183,62,140.87,9790.09,6,99,198.9,0,1,2,205,True,True,False,True,False,False,0.0,0.48292682926829267,3,0,3,576.3248780487804,50
184,32,171.74,6845.17,18,84,151.01,3,0,4,206,True,False,False,False,False,True,0.03571428571428571,0.4077669902912621,1,1,2,1108.3840776699028,50
185,50,22.93,1693.78,1,69,372.21,8,1,5,196,True,False,False,True,False,False,0.11594202898550725,0.3520408163265306,3,0,3,131.03311224489795,50
186,22,135.7,4659.91,12,76,418.99,2,2,4,174,False,True,False,True,False,True,0.02631578947368421,0.4367816091954023,3,1,4,2196.0855172413794,50
